lead_id,campaign_id,company_name,domain,website,country,city,address,industry,company_description,company_type,buyer_fit_score,buyer_fit_reason,company_quality_score,buying_signal_score,total_score,score_reason,contact_name,contact_role,contact_email,email_status,phone,linkedin_or_public_profile_url,pain_signal,buying_signal,personalization_hook,source,source_url,scraped_at,outreach_ready,sequence_status,email_1_sent_at,followup_1_at,followup_2_at,reply_status
lead_d9f552ca6f33,apparel-clothing-retail-islamabad,Skechers Safa Gold Mall,skechers.com,https://www.skechers.com/,Pakistan,F-7 Jinnah Super,"Safa Gold Mall, Plot No.5, F7",overture=shoe_store,"Shop Skechers, The Comfort Technology Company®, for the Hands Free Slip-ins, work shoes, and boots for the whole family. Join Skechers Plus for 20% off and free shipping on any order.",BUYER,60,"discovery category 'overture=shoe_store' matches campaign target; buyer terms in page text: clothing, apparel, fashion",10,5,77,"in target country (Pakistan); in target city (F-7 Jinnah Super); 3 ICP term(s) matched: clothing, apparel, fashion; quality notes: no public contact details; intent match (80%): Skechers is a footwear retailer with large inventory, implying a need for inventory & replenishment software.; no usable email; buying signals: hiring, ecommerce_active",,,,none,,https://www.linkedin.com/company/skechers,,"hiring: careers; ecommerce_active: shop now, free shipping",based in F-7 Jinnah Super; sells online; currently hiring,overture,https://explore.overturemaps.org/#b7374bd8-c5a0-455d-be73-e28d77e961bb,2026-09-26T13:27:41+00:00,false,not_queued,,,,
lead_f0b89daed4a4,apparel-clothing-retail-islamabad,Image,image1993.com,https://pk.image1993.com/,Pakistan,F-10 Markaz,Pak Plaza,overture=womens_clothing_store,"Discover IMAGE 1993, a leading Pakistani clothing store. Timeless fashion, premium Ready to Wear designs, seasonal collections & SALE await.",BUYER,55,"discovery category 'overture=womens_clothing_store' matches campaign target; buyer terms in company identity: clothing, fashion",15,4,76,"in target country (Pakistan); in target city (F-10 Markaz); 2 ICP term(s) matched: clothing, fashion; only a generic business mailbox is public; mobile number published (owner-level contact); ecommerce platform detected: shopify; buying signals: ecommerce_active",,,customerservice@image1993.com,generic,+92-308-3082222,,,ecommerce_active: track your order,based in F-10 Markaz; sells online; runs on shopify,overture,https://explore.overturemaps.org/#094435e3-e233-4cd1-8b15-29f62497e3a0,2026-09-26T13:26:42+00:00,true,not_queued,,,,
lead_9276e7d8731e,apparel-clothing-retail-islamabad,Maldini Fashion,maldinifashion.com,https://www.maldinifashion.com/,Pakistan,F-7 Jinnah Super,"Shop 17, F-7 Markaz (Jinnah Super Market), Block 12C, College Rd",overture=clothing_store,"Maldini Home Our Story Contact A Legacy of Elegance ESTABLISHED 2006 The Visionary Maldini Fashion was founded in 2006 by Hamayun Khan , a visionary businessman with a singular goal: to bring the world's finest fashion to Pakistan. His passion for quality led him to the fashion capitals of Turkey, t",BUYER,55,discovery category 'overture=clothing_store' matches campaign target; buyer terms in company identity: fashion; buyer terms in page text: clothing,15,2,75,"in target country (Pakistan); in target city (F-7 Jinnah Super); 2 ICP term(s) matched: fashion, clothing; intent match (92%): Maldini Fashion is a clothing retailer with curated inventory, implying a need for inventory and replenishment management.; young domain (0.7 y): new or recently relaunched business",,,Maldinifashion@yahoo.com,mx_valid,051) 2650237,,,,based in F-7 Jinnah Super; recently launched online,overture+osm,https://explore.overturemaps.org/#c91c6a62-5532-41c5-90a2-03a8c3836b5d,2026-09-26T13:28:15+00:00,true,not_queued,,,,
lead_c3ab708681d3,apparel-clothing-retail-islamabad,kaprayofficial,kaprayofficial.com,https://kaprayofficial.com/,Pakistan,F-6 Super Market,"Liaquatabad Rd, c 3/16 C Area Liaquatabad Town, Karachi, Karachi City, Sindh 74600, Pakistan, Karachi",shop=clothes,Kapray Official Offers Biggest Range Of Pakistani Dress Designer Suits Online. We Are Working Worldwide With The High Quality And Perfect Stitching Of Women Clothing.,BUYER,50,discovery category 'shop=clothes' matches campaign target; buyer terms in company identity: clothing,13,7,74,"in target country (Pakistan); in target city (F-6 Super Market); 1 ICP term(s) matched: clothing; intent match (90%): Kapray Official is an online clothing retailer, so it would need inventory and replenishment software for its own operations.; mobile number published (owner-level contact); ecommerce platform detected: shopify; buying signals: ecommerce_active, operations_scale",,,kapryofficial@gmail.com,mx_valid,+92 313 0805093,,,"ecommerce_active: add to cart, checkout; operations_scale: nationwide",based in F-6 Super Market; sells online; operates multiple branches/outlets; runs on shopify,osm+overture,https://www.openstreetmap.org/node/12153442553,2026-09-26T13:27:53+00:00,true,not_queued,,,,
lead_001659cf0698,apparel-clothing-retail-islamabad,Charles Tyrwhitt,charlestyrwhitt.com,https://www.charlestyrwhitt.com/uk/stores?StoreID=CENTAURUS_PAKISTAN,Pakistan,Blue Area,"Shop #106, 1st Floor, Centaurus Mall F8/4, Jinnah Avenue Nazmudin Road, Islamabad, Pakistan",overture=clothing_store,"Discover premium men's clothing at Charles Tyrwhitt. Shop shirts, smart casual wear, suits, shirts, accessories and more online today.",BUYER,50,discovery category 'overture=clothing_store' matches campaign target; buyer terms in company identity: clothing,15,5,74,"in target country (Pakistan); in target city (Blue Area); 1 ICP term(s) matched: clothing; only a generic business mailbox is public; buying signals: hiring, ecommerce_active",,,info@charlestyrwhitt.pk,generic,051-2701552,https://www.linkedin.com/company/charles-tyrwhitt,,"hiring: careers, vacancies; ecommerce_active: shop now",based in Blue Area; sells online; currently hiring,overture,https://explore.overturemaps.org/#d6ddc32f-ebce-4cbc-8ab4-5045394be82a,2026-09-26T13:29:35+00:00,true,not_queued,,,,
lead_3aa76515fd77,apparel-clothing-retail-islamabad,American Tailor,americantailorisb.com,https://www.americantailorisb.com/,Pakistan,Blue Area,"Shop No.5, AA Plaza, Jinnah Ave, Plot 70-E Blue",overture=clothing_store,American Tailor (ISLAMABAD) - Clothing Brand,BUYER,55,"discovery category 'overture=clothing_store' matches campaign target; buyer terms in company identity: clothing brand, clothing",15,2,74,"in target country (Pakistan); in target city (Blue Area); 2 ICP term(s) matched: clothing brand, clothing; intent match (92%): American Tailor is a clothing brand with an online store, implying inventory needs for apparel sales.; only a generic business mailbox is public; mobile number published (owner-level contact); buying signals: ecommerce_active",,,info@americantailorisb.com,generic,0329 2000199,,,"ecommerce_active: add to cart, shop now",based in Blue Area; sells online,overture,https://explore.overturemaps.org/#f07cd26c-554d-48f7-b339-c29f76f1e8f5,2026-09-26T13:30:43+00:00,true,not_queued,,,,
lead_8d24289baf33,apparel-clothing-retail-islamabad,Resham Fabrics,reshamfabrics.pk,https://reshamfabrics.pk/,Pakistan,F-10 Markaz,"Kohsar plaza, qadeer city center",overture=womens_clothing_store,Resham Fabrics All Brands AFROZEH AIK AKBAR ASLAM ALIZEH ANAYA BY KIRAN CHAUDHRY ANSAB JAHANGIR ASIFA & NABEEL ASIM JOFA AYZEL BAROQUE BIN ILYAS BIN RASHID CHARIZMA CRIMSON BY SAIRA SHAKIRA CROSS STITCH ELAF ELAN EMAAN ADEEL FAHADHUSSAYN FAIZA SAQLAIN FARAH TALIB AZIZ FARASHA FLORENT FLOSSIE GULAAL ,BUYER,50,discovery category 'overture=womens_clothing_store' matches campaign target; buyer terms in page text: fashion,15,6,73,"in target country (Pakistan); in target city (F-10 Markaz); 1 ICP term(s) matched: fashion; intent match (92%): Resham Fabrics is a women's clothing retailer using WooCommerce, implying inventory needs that the software addresses.; only a generic business mailbox is public; mobile number published (owner-level contact); ecommerce platform detected: woocommerce; buying signals: ecommerce_active; pain signals: customer_service_load",,,sales@reshamfabrics.pk,generic,+92 3335607143,,customer_service_load: whatsapp us,"ecommerce_active: add to cart, shop now",based in F-10 Markaz; sells online; runs on woocommerce; takes orders over WhatsApp/DM,overture,https://explore.overturemaps.org/#33e5e2e2-01c7-48e2-9f9c-3d9cb99a8762,2026-09-26T13:26:20+00:00,true,not_queued,,,,
lead_930937afb214,apparel-clothing-retail-islamabad,BOSS Menswear Store,hugoboss.com,https://www.hugoboss.com/us/boss-store-centaurus-mall-first-floor-islamabad/,Pakistan,Blue Area,"Centaurus Mall, First Floor",overture=clothing_store,"BOSS Menswear Store, Centaurus Mall, First Floor, 44000, Islamabad, Discover our stores!",BUYER,50,discovery category 'overture=clothing_store' matches campaign target; buyer terms in company identity: clothing,15,5,73,"in target country (Pakistan); in target city (Blue Area); 1 ICP term(s) matched: clothing; intent match (95%): BOSS Menswear Store is a clothing retailer needing inventory and replenishment management for its product lines.; buying signals: hiring, ecommerce_active",,,service-us@hugoboss.com,mx_valid,+92 512701730,,,hiring: careers; ecommerce_active: free shipping,based in Blue Area; sells online; currently hiring,overture,https://explore.overturemaps.org/#fff5306b-8ec7-4cde-a407-b20435a5e7db,2026-09-26T13:29:26+00:00,true,not_queued,,,,
lead_7b1f91e6bb46,apparel-clothing-retail-islamabad,Mango,mango.com,https://shop.mango.com/us/en,Pakistan,Blue Area,1 Jinnah Avenue,overture=womens_clothing_store,"Discover the latest in fashion, footwear and accessories at Mango. Buy the best looks for this season and dress up to date. Enter NOW!",BUYER,52,discovery category 'overture=womens_clothing_store' matches campaign target; vendor terms in page text: listing; buyer terms in company identity: fashion; buyer terms in page text: garments; buyer evidence outweighs weaker vendor mentions,12,5,73,"in target country (Pakistan); in target city (Blue Area); 2 ICP term(s) matched: fashion, garments; minor vendor mentions present: listing; only a generic business mailbox is public; buying signals: ecommerce_active, operations_scale",,,contact@mango.com,generic,+92512701130,https://linkedin.com/company/mango,,"ecommerce_active: checkout, free shipping; operations_scale: warehouse",based in Blue Area; sells online; operates multiple branches/outlets,overture,https://explore.overturemaps.org/#81e4eb5d-2402-48b1-8ac0-6dbf16564903,2026-09-26T13:29:55+00:00,true,not_queued,,,,
lead_f9b1ede8de85,apparel-clothing-retail-islamabad,Brand By Lee,brandbylee.com,https://brandbylee.com/,Pakistan,Blue Area,"Shop No.13, Mezzanine Floor, Beverly Centre",overture=fashion_accessories_store,"Brandbylee offers branded handbags, luxury bags, shoes and premium accessories in Pakistan. Visit our Chinese-operated boutique at Beverly Centre Islamabad or shop online for imported fashion collections with COD delivery nationwide.",BUYER,55,"discovery category 'overture=fashion_accessories_store' matches campaign target; buyer terms in company identity: boutique, fashion",7,6,72,"in target country (Pakistan); in target city (Blue Area); 2 ICP term(s) matched: boutique, fashion; quality notes: single-page site; no public contact details; heavy homepage (3906 KB); intent match (80%): Brand By Lee is a retailer of handbags and apparel accessories, so inventory management software would support their operations.; mobile number published (owner-level contact); ecommerce platform detected: shopify; young domain (1.4 y): new or recently relaunched business; buying signals: ecommerce_active",,,infobrandbylee@gmail.com,mx_valid,+923168878666,,,"ecommerce_active: shop now, free shipping",based in Blue Area; sells online; runs on shopify; recently launched online,overture,https://explore.overturemaps.org/#55e10736-a030-4410-8726-9692c8618f5e,2026-09-26T13:31:49+00:00,true,not_queued,,,,
lead_22078b02718e,apparel-clothing-retail-islamabad,AMZO SHOP,amzo.pk,https://www.amzo.pk/,Pakistan,Blue Area,Sector D 99 Plaza apartment 402 SOAN Garden Islamabad,overture=clothing_store,Amzo,BUYER,45,discovery category 'overture=clothing_store' matches campaign target,15,7,71,"in target country (Pakistan); in target city (Blue Area); intent match (90%): Online clothing retailer likely needs inventory and replenishment management for its apparel sales.; mobile number published (owner-level contact); ecommerce platform detected: shopify; buying signals: ecommerce_active, operations_scale",,,ammaryasirkhan77@gmail.com,mx_valid,0328-0064894,,,"ecommerce_active: add to cart, free shipping; operations_scale: across pakistan",based in Blue Area; sells online; operates multiple branches/outlets; runs on shopify,overture,https://explore.overturemaps.org/#5ae3a3c6-e5cc-4de9-94bc-411e539d9f73,2026-09-26T13:30:10+00:00,true,not_queued,,,,
lead_eb7814b55843,apparel-clothing-retail-islamabad,MuseFashion,museluxe.com,https://www.museluxe.com/,Pakistan,Blue Area,"Mount View Plaza, Plot 16-A, F-6 Markaz, F-6",overture=clothing_store,"Shop contemporary luxury fashion at Muse Luxe. Explore premium womenswear, menswear, and designer accessories. Free shipping over . Elevate your style with our curated collection of high-end fashion.",BUYER,50,discovery category 'overture=clothing_store' matches campaign target; buyer terms in company identity: fashion,15,4,70,"in target country (Pakistan); in target city (Blue Area); 1 ICP term(s) matched: fashion; quality notes: website does not appear to belong to this company; intent match (92%): MuseFashion is a luxury clothing retailer with a large catalog, implying a need for inventory and replenishment management.; mobile number published (owner-level contact); ecommerce platform detected: woocommerce; buying signals: ecommerce_active; held for review: website may belong to a different company",,,,none,+923008494876,,,ecommerce_active: checkout,based in Blue Area; sells online; runs on woocommerce,overture,https://explore.overturemaps.org/#88bd0937-2929-463a-aa53-9a6645f7e4b1,2026-09-26T13:32:14+00:00,false,not_queued,,,,
lead_1f83f3d3c56f,apparel-clothing-retail-islamabad,Mocciani Shoes,mocciani.com.pk,https://mocciani.com.pk/,Pakistan,F-7 Jinnah Super,"Shop # 12, Block 12-C, Jinnah Super",overture=shoe_store,"Mocciani is Pakistan’s premium shoe brand, striving to deliver the best quality and latest trends to the audience in stores and online. Our products include shoes, handbags and accessories for both men and women.",BUYER,45,discovery category 'overture=shoe_store' matches campaign target,15,7,69,"in target country (Pakistan); in target city (F-7 Jinnah Super); intent match (92%): Mocciani is a shoe and apparel retailer with multiple stores and an online shop, implying a need for inventory management.; only a generic business mailbox is public; mobile number published (owner-level contact); ecommerce platform detected: shopify; buying signals: ecommerce_active, operations_scale",,,customercare@mocciani.com.pk,generic,+92-345-111-11-27,,,ecommerce_active: checkout; operations_scale: nationwide,based in F-7 Jinnah Super; sells online; operates multiple branches/outlets; runs on shopify,overture,https://explore.overturemaps.org/#d0c979c8-dde8-4d3f-a9d0-7eb7d8620d38,2026-09-26T13:28:27+00:00,false,not_queued,,,,
lead_1bd126ac8ebe,apparel-clothing-retail-islamabad,Taana Baana,taanabaana.pk,https://taanabaana.pk/en-int,Pakistan,F-10 Markaz,"F-10 Shop, Jalil Plaza",overture=clothing_store,"Shop Taana Baana for premium embroidered unstitched suits and dresses for women. Trusted Taana Baana PK, free shipping nationwide.",BUYER,44,discovery category 'overture=clothing_store' matches campaign target,13,7,66,"in target country (Pakistan); in target city (F-10 Markaz); only a generic business mailbox is public; mobile number published (owner-level contact); ecommerce platform detected: shopify; buying signals: ecommerce_active, operations_scale",,,customercare@taanabaana.pk,generic,0340-0321111,,,"ecommerce_active: shop now, buy now; operations_scale: nationwide",based in F-10 Markaz; sells online; operates multiple branches/outlets; runs on shopify,overture,https://explore.overturemaps.org/#17478a62-1cea-4e76-a429-d0007a9fb39f,2026-09-26T13:26:53+00:00,false,not_queued,,,,
lead_f6ce0a1e6fbe,apparel-clothing-retail-islamabad,Unze London,unze.com.pk,https://unze.com.pk/,Pakistan,Blue Area,"Shop No 355, 3rd Floor, The Centaurus Mall",overture=shoe_store,Buy Unze London Women's Shoes online at Unze.Com.Pk. Large selection of Women's Shoes by Unze London. Order now. Buy Online Women Shoes in Pakistan. Shop Now.,BUYER,55,"discovery category 'overture=shoe_store' matches campaign target; buyer terms in company identity: retail, clothing",7,4,66,"in target country (Pakistan); in target city (Blue Area); 2 ICP term(s) matched: retail, clothing; quality notes: single-page site; no public contact details; no usable email; ecommerce platform detected: shopify; buying signals: hiring",,,,none,+92512701550,,,hiring: careers,based in Blue Area; currently hiring; runs on shopify,overture,https://explore.overturemaps.org/#1a1b6aeb-8928-4da7-b51a-f2920344a153,2026-09-26T13:30:04+00:00,false,not_queued,,,,
lead_786002230525,apparel-clothing-retail-islamabad,Troops,troops.pk,https://troops.pk/,Pakistan,Blue Area,,overture=clothing_store,Troops.pk,BUYER,45,discovery category 'overture=clothing_store' matches campaign target,15,4,66,"in target country (Pakistan); in target city (Blue Area); intent match (80%): Troops.pk is a clothing retailer/brand selling caps, so it plausibly needs inventory and replenishment software.; only a generic business mailbox is public; mobile number published (owner-level contact); ecommerce platform detected: shopify; buying signals: ecommerce_active",,,support@troops.pk,generic,+92-335-5488837,,,"ecommerce_active: shop now, free shipping",based in Blue Area; sells online; runs on shopify,overture,https://explore.overturemaps.org/#f0e67be1-b160-4ca6-8533-15e215eb7e88,2026-09-26T13:30:58+00:00,false,not_queued,,,,
